"22","31","Telah mengabarkan kepada kami [Hannad bin As-Sariy] dari [Waki'] dari [Al A'masy] berkata; ""Saya mendengar [Mujahid] berkata; dari [Thawus] dari [Ibnu Abbas] dia berkata; ""Rasulullah shallallahu 'alaihi wasallam pernah melewati dua kuburan, lalu beliau bersabda: "" Kedua penghuni kubur ini disiksa dan keduanya disiksa bukan karena dosa besar. Yang satu ini, dulu tidak membersihkan air kencingnya, sedangkan yang ini disiksa karena selalu mengadu domba."" Kemudian beliau meminta sepotong pelepah kurma yang masih basah. Beliau membelahnya menjadi dua dan menancapkannya pada dua kuburan tersebut. Beliau kemudian bersabda: 'Semoga ini bisa meringankan keduanya selagi belum kering. '"
"23","32","Telah mengabarkan kepada kami [Ayyub bin Muhammad Al Wazzan] dia berkata; telah menceritakan kepada kami [Hajjaj] berkata; [Ibnu Juraij] berkata; telah menceritakan kepadaku [Hukaimah binti Umaimah] dari Ibunya [Umaimah binti Ruqaiqah] dia berkata; "" Rasulullah shallallahu 'alaihi wasallam mempunyai bejana dari kayu kurma yang digunakan untuk buang air kecil. Beliau menaruhnya dibawah tempat tidur."""
"24","33","Telah mengabarkan kepada kami [Amr bin Ali] dia berkata; telah memberitakan kepada kami [Azhar] telah memberitakan kepada kami [Ibnu 'Aun] dari [Ibrahim] dari [Al Aswad] dari [Aisyah] dia berkata; "" Orang-orang berkata, 'Rasulullah shallallahu 'alaihi wasallam mewasiatkan kepada Ali. Beliau meminta sebuah baskom yang beliau pergunakan untuk buang air kecil, lalu anggota tubuh beliau perlahan-lahan lemah karena mendekati ajal, aku tidak merasakan hal itu, dan kepada siapakah ia berwasiat?"" Amr bin Ali mengatakan; yang dimaksud Syaikh Azhar adalah Ibnu Sa'id bin Saman. "
"25","35","Telah mengabarkan kepada kami [Qutaibah] dia berkata; telah menceritakan kepada kami [Al-Laits] dari [Abu Zubair] dari [Jabir] dari Rasulullah shallallahu 'alaihi wasallam, beliau melarang buang air kecil didalam air yang tergenang (tidak mengalir)."""
"26","36","Telah mengabarkan kepada kami [Ali bin Hujr] dia berkata; telah memberitakan kepada kami [Ibnu Al Mubarak] dari [Ma'mar] dari [Al Asy'ats bin Abdul Malik] dari [Al Hasan] dari [Abdullah bin Mughaffal] dari Rasulullah shallallahu 'alaihi wasallam, beliau bersabda: "" Jangan kalian buang air kecil di tempat pemandian, karena kebanyakan rasa was-was itu berasal darinya."""
"27","38","Telah mengabarkan kepada kami [Muhammad bin Basyar] dia berkata; telah menceritakan kepada kami [Mu'adz bin Mu'adz] berkata; telah memberitakan kepada kami [Sa'id] dari [Qatadah] dari [Al Hasan] dari [Hudlain Abu Saasan] dari [Al Muhajir bin Qunfudz] "" Ia pernah memberi salam kepada Rasulullah shallallahu 'alaihi wasallam ketika ia sedang buang air kecil, dan Rasulullah shallallahu 'alaihi wasallam tidak membalas salamnya. Setelah berwudlu beliau membalas salamnya."""
"28","39","Telah mengabarkan kepada kami [Ahmad bin Amr bin As Sarh] dia berkata; telah memberitakan kepada kami [Ibnu Wahab] berkata; telah mengabarkan kepadaku [Yunus] dari [Ibnu Syihab] dari [Abu Utsman bin Sanah Al Khuzaa'i] dari [Abdullah bin Mas'ud] bahwa Rasulullah shallallahu 'alaihi wasallam melarang bersuci dengan tulang atau kotoran hewan."""
"29","40","Telah mengabarkan kepada kami [Ya'qub bin Ibrahim] dia berkata; telah menceritakan kepada kami [Yahya yaitu Ibnu Sa'id] dari [Muhammad bin Ajlan] berkata; telah mengabarkan kepadaku [Al Qa'qa'] dari [Abu Shalih] dari [Abu Hurairah] dari Rasulullah shallallahu 'alaihi wasallam beliau bersabda: ""Aku bagi kalian seperti seorang ayah. Aku mengajari kalian apabila kalian hendak pergi ke WC janganlah menghadap kiblat dan jangan membelakanginya, serta jangan bersuci dengan tangan kanan."" Beliau juga memerintahkan untuk bersuci dengan tiga batu. Beliau melarang bersuci dengan kotoran hewan dan tulang."" "
"30","42","Telah mengabarkan kepada kami [Ahmad bin Sulaiman] dia berkata; telah memberitakan kepada kami [Abu Nu'aim] dari [Zuhair] dari [Abu Ishaq] dia berkata; bukan Abu Ubaidah yang disebutkan tapi [Abdurrahman bin Al Aswad] dari [Ayahnya] bahwasannya dia mendengar [Abdullah] berkata, "" Rasulullah shallallahu 'alaihi wasallam pergi untuk buang air besar, lalu beliau menyuruhku membawa tiga batu. Tetapi aku hanya mendapatkan dua batu, dan aku berusaha mencari yang ketiga, namun aku tidak mendapatkannya. Lalu aku mengambil kotoran hewan yang kering dan aku bawa ke Rasulullah shallallahu 'alaihi wasallam Beliau hanya mengambil dua batu dan membuang kotoran, lalu bersabda, 'Ini adalah riks (najis)."" Abu Abdurrahman berkata; ""Ar riks adalah makanan jin"""
"31","43","Telah mengabarkan kepada kami [Ishaq bin Ibrahim] dia berkata; telah memberitakan kepada kami [Jarir] dari [Manshur] dari [Hilal bin Yasaf] dari [Salamah bin Qais] dari Rasulullah shallallahu 'alaihi wasallam beliau bersabda; "" Bila kamu bersuci dengan batu, maka gunakan dengan (jumlah batu) yang ganjil."" "
"32","45","Telah mengabarkan kepada kami [Ishaq bin Ibrahim] dia berkata; telah memberitakan kepada kami [An-Nadlar] berkata; telah memberitakan kepada kami [Syu'bah] dari [Atha' bin Abu Maimunah] dia berkata; ""Saya mendengar dari [Anas bin Malik] dia berkata; "" Bila Rasulullah shallallahu 'alaihi wasallam masuk WC, maka aku dan seorang anak sebayaku membawakan seember air dan beliau beristinja dengan air."""
"33","46","Telah mengabarkan kepada kami [Qutaibah] dia berkata; telah menceritakan kepada kami [Abu 'Awanah] dari [Qatadah] dari [Mu'adzah] dari [Aisyah], dia berkata: "" Perintahkan suami-suami kalian bersuci dengan air, karena aku malu untuk mengatakan kepada mereka bahwa Rasulullah shallallahu 'alaihi wasallam melakukan hal tersebut."""
"34","47","Telah mengabarkan kepada kami [Ismail bin Mas'ud] dia berkata; telah menceritakan kepada kami [Khalid] berkata; telah memberitakan kepada kami [Hisyam] dari [Yahya] dari [Abdullah bin Abu Qatadah] dari [Abu Qotadah] bahwa Rasulullah shallallahu 'alaihi wasallam bersabda, "" Apabila salah seorang dari kalian minum, maka jangan bernafas di dalam tempat air tersebut. Bila kalian pergi ke WC, maka jangan menyentuh kemaluan dengan tangan kanan, serta jangan mengusap dengan tangan kanan."""
"35","49","Telah mengabarkan kepada kami [Amr bin 'Ali] dan [Syu'aib bin Yusuf] dari [Abdurrahman bin Mahdi] dari [Sufyan] dari [Manshur] dan [Al A'masy] dari [Ibrahim] dari [Abdurrahman bin Yazid] dari [Salman] dia berkata; ""Orang-orang musyrik berkata; ""Kami tahu bahwa temanmu (Rasulullah shallallahu 'alaihi wasallam) mengajarimu cara buang hajat! 'Aku menjawab, Ya, beliau melarang kami bersuci dengan tangan kanan dan menghadap kiblat. Dan Beliau pernah bersabda, ""Jangan kamu bersuci dengan batu kurang dari tiga buah."""
"36","50","Telah mengabarkan kepada kami [Muhammad bin Abdullah bin Al Mubarak Al Mukharrimi] dia berkata; telah menceritakan kepada kami [Waki'] dari [Syarik] dari [Ibrahim bin Jarir] dari [Abu Zur'ah] dari [Abu Hurairah], dia berkata: ""Rasulullah shallallahu 'alaihi wasallam pernah berwudlu, setelah bersuci dari buang air beliau menggosok tangannya dengan tanah."" "
"37","52","Telah mengabarkan kepada kami [Hannad bin As-Sariy] dan [Husain bin Huraits] dari [Abu Usamah] dari [Al Walid bin Katsir] dari [Muhammad bin Ja'far] dari [Abdullah bin Abdullah bin Umar] dari [Ayahnya] berkata; Rasulullah shallallahu 'alaihi wasallam pernah ditanya tentang air dan (air) yang diminum oleh hewan ternak dan binatang buas berulang kali? Beliau shallallahu 'alaihi wasallam lalu menjawab, "" Bila air itu lebih dari dua qulah maka tidak mengandung najis."" "
"38","53","Telah mengabarkan kepada kami [Qutaibah] dia berkata; telah menceritakan kepada kami [Hammad] dari [Tsabit] dari [Anas bin Malik], ada seorang Badui buang air kecil di masjid. Sebagian orang bangkit untuk menghentikannya. Rasulullah shallallahu 'alaihi wasallam segera mencegahnya dan berkata, "" Biarkan dia, jangan kamu putus hajatnya."" Setelah dia selesai buang hajatnya, Rasulullah shallallahu 'alaihi wasallam meminta seember air lalu menyiramkannya."" Abu Abdurrahman berkata; "" Maksudnya jangan kalian cegah dia."""
"39","54","Telah mengabarkan kepada kami [Qutaibah] dia berkata; telah menceritakan kepada kami [Ubaidah] dari [Yahya bin Sa'id] dari [Anas bin Malik] dia berkata; ""Seorang Badui buang air kecil di masjid, lalu Rasulullah shallallahu 'alaihi wasallam menyuruh untuk mengambil seember air dan disiramkannya."""
"40","56","Telah mengabarkan kepada kami [Abdurrahman bin Ibrahim] dari [Umar bin Abdul Wahid] dari [Al Auza'i] dari [Muhammad bin Al Walid] dari [Az-Zuhri] dari [Ubaidillah bin Abdullah] dari [Abu Hurairah], dia berkata; ""Seorang Badui datang dan buang air kecil di masjid sehingga orang-orang menghardiknya. Rasulullah shallallahu 'alaihi wasallam lalu bersabda kepada mereka: "" Biarkan. Siramkan seember air pada air kencingnya. Kalian diutus untuk memudahkan, bukan untuk menyulitkan."""
"41","57","Telah mengabarkan kepada kami [Ishaq bin Ibrahim] dia berkata; telah memberitakan kepada kami [Isa bin Yunus] berkata; telah menceritakan kepada kami ['Auf] dari [Muhammad] dari [Abu Hurairah] dari Rasulullah shallallahu 'alaihi wasallam, beliau bersabda; "" Janganlah sekali-kali kalian buang air kecil pada air yang tergenang, lalu berwudlu dari air itu."" 'Auf dan [Khilas] berkata; dari Abu Hurairah dari Rasulullah shallallahu 'alaihi wasallam sebagaimana hadits tadi. "
"42","59","Telah mengabarkan kepada kami [Qutaibah] dari [Malik] dari [Shafwan bin Sulaim] dari [Sa'id bin Salamah] bahwa [Al Mughirah bin Abu Burdah] dari Bani Abu Dar telah mengabarkan kepadanya bahwasanya dia telah mendengar [Abu Hurairah] berkata; ""Seseorang bertanya Rasulullah shallallahu 'alaihi wasallam, 'Wahai Rasulullah shallallahu 'alaihi wasallam, kami mengarungi lautan dengan kapal dan kami hanya membawa air (tawar) sedikit. Bila kami berwudlu dengan air tersebut, kami kehausan, apakah kami boleh berwudlu dengan air laut? Rasulullah shallallahu 'alaihi wasallam berkata, ' Laut itu suci airnya, halal bangkainya."" "
"43","60","Telah mengabarkan kepada kami [Ali bin Hujr] dia berkata; telah menceritakan kepada kami [Jarir] dari [Umarah bin Al Qa'qa] dari [Abu Zur'ah bin Amr bin Jarir] dari [Abu Hurairah] dia berkata; ""Apabila Rasulullah shallallahu 'alaihi wasallam memulai shalat, beliau diam beberapa saat. Aku lalu bertanya kepadanya, 'Ayah dan Ibuku sebagai jaminan wahai Rasulullah shallallahu 'alaihi wasallam, apa yang kamu ucapkan tatkala berdiam antara takbir dan bacaan (Al-Fatihah)? 'Beliau shallallahu 'alaihi wasallam menjawab, 'Aku membaca, "" Ya Allah, jauhkan antara aku dan kesalahanku sebagaimana Engkau jauhkan antara timur dan barat. Ya Allah bersihkan (sucikan) dariku kesalahanku sebagaimana Engkau bersihkan (sucikan) baju yang putih dari kotoran. Ya Allah cucilah (bersihkanlah) aku dari kesalahan-kesalahanku dengan salju, air, dan embun."" "
"44","61","Telah mengabarkan kepada kami [Ishaq bin Ibrahim] dia berkata; telah memberitakan kepada kami [Jarir] dari [Hisyam bin 'Urwah] dari [Bapaknya] dari [Aisyah] dia berkata; ""Rasulullah shallallahu 'alaihi wasallam bersabda: "" Ya Allah, bersihkanlah kesalahanku dengan air salju (es) dan air embun, dan sucikan (bersihkan) hatiku dari kesalahanku sebagaimana engkau mensucikan (membersihkan) pakaian putih dari kotoran."""
"45","63","Telah mengabarkan kepada kami [Qutaibah] dari [Malik] dari [Abu Zinad] dari [Al A'raj] dari [Abu Hurairah] bahwa Rasulullah shallallahu 'alaihi wasallam bersabda; "" Apabila ada anjing yang minum dari bejana salah seorang dari kalian, hendaknya ia mencucinya tujuh kali."" "
"46","64","Telah mengabarkan kepada kami [Ibrahim bin Al Hasan] dia berkata; telah menceritakan kepada kami [Hajaj] dia berkata; [Ibnu Juraij] berkata; telah mengabarkan kepadaku [Ziyad bin Sa'ad] dia berkata; [Tsabit] budak Abdurrahman bin Zaid telah mengabarkan kepadanya bahwa dia telah mendengar [Abu Hurairah] berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "" Apabila ada seekor anjing yang menjilati bejana salah seorang dari kalian, hendaknya ia mencucinya tujuh kali."" Telah mengabarkan kepadaku [Ibrahim bin Hasan] dia berkata; telah menceritakan kepada kami [Hajjaj] berkata; [Ibnu Juraij] berkata; telah mengabarkan kepadaku [Ziyad bin Sa'ad] bahwa telah mengabarkan kepadanya [Hilal bin Usamah] bahwa dia mendengar [Abu Salamah] telah mengabarkan dari [Abu Hurairah] dari Rasulullah shallallahu 'alaihi wasallam mengenai hadits tadi. "
"47","66","Telah mengabarkan kepada kami [Muhammad bin Abdul A'la As-Shan'ani] dia berkata; telah menceritakan kepada kami [Khalid] telah menceritakan kepada kami [Syu'bah] dari [Abu Tayyah] dia berkata; ""Saya mendengar [Mutharrif] dari [Abdullah bin Mughaffal], bahwa Rasulullah shallallahu 'alaihi wasallam memerintahkan untuk membunuh anjing dan memberi rukhsah (keringanan) pada anjing yang dipakai untuk berburu serta menjaga kambing. Beliau kemudian bersabda, ""Apabila ada anjing yang menjilat bejana kalian, basuhlah tujuh kali dan kedelapan kalinya dilumuri dengan tanah."""
"48","67","Telah mengabarkan kepada kami [Qutaibah] dari [Malik] dari [Ishaq bin Abdullah bin Abu Thalhah] dari [Humaidah binti Ubaid bin Rifa'ah] dari [Kabsyah binti Ka'ab bin Malik] bahwa [Abu Qatadah] masuk ke dalam-menemuinya -kemudian menyebutkan suatu kalimat -yang maknanya- aku menuangkan air wudlu kepada beliau, lalu datang seekor kucing yang meminum air wudlu tersebut. Beliau lalu menyodorkan bejana tadi kepada kucing tersebut hingga kucing tersebut meminumnya. Kabsyah berkata, ""Dia melihatku sedang memperhatikannya, maka dia berkata, 'Apakah kamu merasa heran wahai anak perempuan saudaraku? ' Aku berkata, 'Ya'. Dia berkata, 'Rasulullah shallallahu 'alaihi wasallam bersabda, "" Kucing itu tidak najis. Kucing itu termasuk hewan yang ada di sekeliling kalian."""
"49","68","Telah mengabarkan kepada kami [Muhammad bin Abdullah bin Yazid] dia berkata; telah menceritakan kepada kami [Sufyan] dari [Ayyub] dari [Muhammad] dari [Anas] dia berkata, ""Salah seorang penyeru Rasulullah shallallahu 'alaihi wasallam datang kepada kami dan memberitahukan (berkata): "" Allah dan Rasul-Nya melarang kalian -memakan- daging keledai, karena ia najis."""
"50","70","Telah mengabarkan kepada kami [Harun bin Abdullah] dia berkata; telah menceritakan kepada kami [Ma'an] dia berkata; telah menceritakan kepada kami [Malik] dan [Al Harits bin Miskin] telah dibacakan kepadanya dan saya mendengarnya dari [Ibnu Al Qasim] dia berkata; telah menceritakan kepadaku [Malik] dari [Nafi'] dari [Ibnu Umar], dia berkata, "" Pada zaman Rasulullah shallallahu 'alaihi wasallam laki-laki dan perempuan wudlu bersama-sama."""
"51","71","Telah mengabarkan kepada kami [Qutaibah bin Sa'id] dia berkata; telah menceritakan kepada kami [Al-Laits] dari [Ibnu Syihab] dari [Urwah] dari [Aisyah], dia memberitahukan bahwa dirinya pernah mandi bersama Rasulullah shallallahu 'alaihi wasallam dalam satu bejana. "
"52","73","Telah mengabarkan kepada kami [Muhammad bin Basyar] dia berkata; telah menceritakan kepada kami [Muhammad] kemudian dia menyebutkan satu kalimat yang maksudnya, telah menceritakan kepada kami [Syu'bah] dari [Habib] dia berkata; saya mendengar ['Abbad bin Tamim] bercerita Nenekku yaitu [Ummu Umarah binti Ka'ab], bahwa Rasulullah shallallahu 'alaihi wasallam hendak berwudlu maka dibawakan air di dalam bejana sekitar dua pertiga mud. Syu'bah berkata; "" Yang aku ingat beliau membasuh kedua lengannya dan menggosok-gosok keduanya, lalu membasuh bagian dalam kedua telinganya dan aku tidak ingat bahwa beliau membasuh bagian luar kedua telinganya. "
"53","74","Telah mengabarkan kepada kami [Yahya bin Habib bin 'Arabi] dari [Hammad] dan [Al Harits bin Miskin] telah dibacakan kepadanya dan saya mendengarnya dari [Ibnu Qasim] telah menceritakan kepadaku [Malik] telah menceritakan kepada kami [Sulaiman bin Manshur] dia berkata; Telah memberitakan kepada kami [Abdullah bin Mubarak] dan lafazhnya dari dia, dari [Yahya bin Sa'id] dari [Muhammad bin Ibrahim] dari [Al Qomah bin Waqqash] dari [Umar bin Khatthab] Radliyallahu'anhu, dia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "" Semua perbuatan tergantung niat, dan (balasan) bagi tiap orang (tergantung) yang diniati, barangsiapa berniat hijrahnya karena Allah dan Rasul-Nya, maka hijrahnya kepada Allah dan Rasul-Nya. Barangsiapa niat hijrahnya karena dunia yang ingin digapai atau karena seorang perempuan yang ingin dinikahi, maka hijrahnya sekedar yang diniatinya."" "
"54","75","Telah mengabarkan kepada kami [Qutaibah] dari [Malik] dari [Ishaq bin Abdullah bin Abu Thalhah] dari [Anas] dia berkata; ""Aku melihat Rasulullah shallallahu 'alaihi wasallam -waktu Ashar sudah tiba- dan orang-orang mencari air wudlu, namun belum mendapatkannya. Lalu dibawakan kepada Rasulullah shallallahu 'alaihi wasallam air wudlu, dan Rasulullah shallallahu 'alaihi wasallam meletakkan tangannya kedalam bejana tersebut. Beliau kemudian memerintahkan orang-orang untuk berwudlu. Aku melihat air mengalir dari bawah jari-jari beliau, sehingga mereka berwudlu sampai orang yang terakhir."""
